urn,summary,type,firstname,lastname,numViews,numLikes,numComments,numShares,engagementRate,numEmojies,numHashtags,numLinks,hashtags,labels,createdAt,link
"urn:li:activity:6998944331642351616","Since I create a lot of ...","Image","Ankur","Warikoo","71574","711","61","5",0.01085589739290804,0,4,0,"publicspeaking,habits,awareness,warikoo","","2022-11-17 15:17:40","https://www.linkedin.com/feed/update/urn:li:activity:6998944331642351616"
"urn:li:activity:6998852827213119488","20 online courses for yo...","Document","Ankur","Warikoo","729241","4807","159","306",0.007229434439369152,0,4,0,"course,learning,work,warikoo","","2022-11-17 09:27:50","https://www.linkedin.com/feed/update/urn:li:activity:6998852827213119488"
"urn:li:activity:6998578756369944576","If you feel under-confid...","Text","Ankur","Warikoo","253416","3007","90","27",0.012327556271111532,0,4,0,"confidence,life,awareness,warikoo","","2022-11-16 15:25:48","https://www.linkedin.com/feed/update/urn:li:activity:6998578756369944576"
"urn:li:activity:6998529188622176256","When Trisha does a bette...","Text","Ankur","Warikoo","58088","258","15","0",0.004699765872469357,0,0,0,"","","2022-11-16 11:53:10","https://www.linkedin.com/feed/update/urn:li:activity:6998529188622176256"
"urn:li:activity:6998479925863198720","Not all success is hard ...","Text","Ankur","Warikoo","164522","2818","112","59",0.018167783032056503,0,0,0,"","","2022-11-16 08:32:04","https://www.linkedin.com/feed/update/urn:li:activity:6998479925863198720"
"urn:li:activity:6998291193931468800","Everyday, I get emails/m...","Image","Ankur","Warikoo","257936","4276","112","26",0.017112772160535947,0,4,0,"life,awareness,question,warikoo","","2022-11-15 20:15:00","https://www.linkedin.com/feed/update/urn:li:activity:6998291193931468800"
"urn:li:activity:6998215683310313472","The only place where I s...","Text","Ankur","Warikoo","63776","354","19","0",0.0058485950827897645,0,0,1,"","","2022-11-15 15:19:05","https://www.linkedin.com/feed/update/urn:li:activity:6998215683310313472"
"urn:li:activity:6998117523493675008","After I finished my MBA,...","Image","Ankur","Warikoo","322820","2935","107","62",0.00961526547301902,0,4,0,"choices,happiness,awareness,warikoo","","2022-11-15 08:37:12","https://www.linkedin.com/feed/update/urn:li:activity:6998117523493675008"
"urn:li:activity:6997853215576756224","When I was a college stu...","Image","Ankur","Warikoo","243520","2932","120","9",0.012569809461235216,0,0,1,"","","2022-11-14 15:13:38","https://www.linkedin.com/feed/update/urn:li:activity:6997853215576756224"
"urn:li:activity:6997842328627351552","Book has hit #1 already ...","Text","Ankur","Warikoo","22306","190","15","0",0.009190352371559221,1,1,0,"1","","2022-11-14 14:33:31","https://www.linkedin.com/feed/update/urn:li:activity:6997842328627351552"
"urn:li:activity:6997756330115514368","How to have difficult co...","Document","Ankur","Warikoo","447905","2605","110","120",0.006329467186122057,0,4,0,"feedback,leadership,work,warikoo","","2022-11-14 08:42:35","https://www.linkedin.com/feed/update/urn:li:activity:6997756330115514368"
"urn:li:activity:6997490898188021760","Money cannot buy happine...","Text","Ankur","Warikoo","266986","3482","125","71",0.01377600323612474,0,4,0,"money,freedom,choices,warikoo","","2022-11-13 15:15:44","https://www.linkedin.com/feed/update/urn:li:activity:6997490898188021760"
"urn:li:activity:6997392766506831872","","Image","Ankur","Warikoo","1807270","57951","1072","978",0.03319979859124536,0,0,0,"","","2022-11-13 08:37:39","https://www.linkedin.com/feed/update/urn:li:activity:6997392766506831872"
"urn:li:activity:6997204008469737472","After several failures a...","Text","Ankur","Warikoo","82567","442","23","2",0.005656012692722274,0,1,1,"8","","2022-11-12 20:04:05","https://www.linkedin.com/feed/update/urn:li:activity:6997204008469737472"
"urn:li:activity:6997128926997168128","Ravi and Snehesh are co ...","Image","Ankur","Warikoo","182313","2244","62","11",0.012708912694102998,0,4,0,"money,life,help,warikoo","","2022-11-12 15:13:01","https://www.linkedin.com/feed/update/urn:li:activity:6997128926997168128"
"urn:li:activity:6997030376435027968","A simple thing that ALWA...","Image","Ankur","Warikoo","144797","1510","109","2",0.011194983321477656,0,4,0,"happiness,fun,life,warikoo","","2022-11-12 08:37:35","https://www.linkedin.com/feed/update/urn:li:activity:6997030376435027968"
"urn:li:activity:6996768066873245696","LinkedIn, I’d love to kn...","Poll","Ankur","Warikoo","745093","501","126","5",0.0008482162629363046,0,4,0,"friends,work,relationships,warikoo","","2022-11-11 15:22:52","https://www.linkedin.com/feed/update/urn:li:activity:6996768066873245696"
"urn:li:activity:6996676223326142464","If you want to impress p...","Video (native)","Ankur","Warikoo","291981","3498","172","67",0.012798778002678257,0,4,0,"people,awareness,success,warikoo","","2022-11-11 09:08:53","https://www.linkedin.com/feed/update/urn:li:activity:6996676223326142464"
"urn:li:activity:6996479124957466625","Are you ready for the me...","Image","Ankur","Warikoo","211537","3592","161","8",0.017779395566733008,0,0,0,"","","2022-11-10 20:06:13","https://www.linkedin.com/feed/update/urn:li:activity:6996479124957466625"
"urn:li:activity:6996403674335862784","Do you feel like everyon...","Image","Ankur","Warikoo","156606","2184","118","29",0.014884487184399066,0,4,0,"life,choices,failure,warikoo","","2022-11-10 15:08:59","https://www.linkedin.com/feed/update/urn:li:activity:6996403674335862784"
"urn:li:activity:6996312184083361792","9 examples from my life,...","Document","Ankur","Warikoo","451817","2940","171","115",0.007140058917659141,0,4,0,"habits,life,success,warikoo","","2022-11-10 09:00:43","https://www.linkedin.com/feed/update/urn:li:activity:6996312184083361792"
"urn:li:activity:6996041372386377728","Nothing will define succ...","Text","Ankur","Warikoo","180553","2534","97","33",0.01475467037379606,0,0,0,"","","2022-11-09 15:09:38","https://www.linkedin.com/feed/update/urn:li:activity:6996041372386377728"
"urn:li:activity:6995943239513989120","What is the ONE piece of...","Image","Ankur","Warikoo","236756","3353","158","14",0.014888746219736775,0,4,0,"startup,entrepreneur,ambition,warikoo","","2022-11-09 08:44:53","https://www.linkedin.com/feed/update/urn:li:activity:6995943239513989120"
"urn:li:activity:6995764204842442752","The power of help!! ❤️❤...","Text","Ankur","Warikoo","31503","273","17","0",0.009205472494683046,2,0,0,"","","2022-11-08 20:52:58","https://www.linkedin.com/feed/update/urn:li:activity:6995764204842442752"
"urn:li:activity:6995754489580261377","“If someone asks questio...","Image","Ankur","Warikoo","143927","2083","93","20",0.015257734823903784,0,4,0,"awareness,life,people,warikoo","","2022-11-08 20:06:43","https://www.linkedin.com/feed/update/urn:li:activity:6995754489580261377"
"urn:li:activity:6995678983455420416","In my newsletter last we...","Text","Ankur","Warikoo","61536","313","14","1",0.005330213208528341,0,1,1,"24","","2022-11-08 15:02:48","https://www.linkedin.com/feed/update/urn:li:activity:6995678983455420416"
"urn:li:activity:6995580888075911168","Asking for help is diffi...","Image","Ankur","Warikoo","536783","5979","217","39",0.011615494529446723,0,4,0,"help,people,life,warikoo","","2022-11-08 08:31:50","https://www.linkedin.com/feed/update/urn:li:activity:6995580888075911168"
"urn:li:activity:6995316536206848000","One of the biggest truth...","Image","Ankur","Warikoo","208923","2290","118","32",0.011678943917136935,0,4,0,"career,life,passion,warikoo","","2022-11-07 15:05:50","https://www.linkedin.com/feed/update/urn:li:activity:6995316536206848000"
"urn:li:activity:6995274971027550208","Your 20s is for explorin...","Text","Ankur","Warikoo","28300","243","12","0",0.00901060070671378,0,0,0,"","","2022-11-07 12:15:33","https://www.linkedin.com/feed/update/urn:li:activity:6995274971027550208"
"urn:li:activity:6995218772991094784","13 lies I was told in my...","Document","Ankur","Warikoo","982225","8168","169","539",0.009036626027641324,0,4,0,"world,life,awareness,warikoo","","2022-11-07 08:40:54","https://www.linkedin.com/feed/update/urn:li:activity:6995218772991094784"
"urn:li:activity:6994954133979951104","One of the biggest mista...","Text","Ankur","Warikoo","723514","8589","276","153",0.012464167935934896,0,3,0,"hiring,jobinterviews,warikoo","","2022-11-06 15:13:06","https://www.linkedin.com/feed/update/urn:li:activity:6994954133979951104"
"urn:li:activity:6994855998163152896","","Image","Ankur","Warikoo","1114323","30194","340","433",0.027789967540829724,0,0,0,"","","2022-11-06 08:33:35","https://www.linkedin.com/feed/update/urn:li:activity:6994855998163152896"
"urn:li:activity:6994667246753075201","The principles of person...","Text","Ankur","Warikoo","70665","357","23","2",0.00540578787235548,0,0,1,"","","2022-11-05 20:07:47","https://www.linkedin.com/feed/update/urn:li:activity:6994667246753075201"
"urn:li:activity:6994591789563146240","08th April 2022. 

I was...","Image","Ankur","Warikoo","682939","6722","236","36",0.010241031775897995,0,4,0,"money,education,help,warikoo","","2022-11-05 15:10:25","https://www.linkedin.com/feed/update/urn:li:activity:6994591789563146240"
"urn:li:activity:6994493610192719872","My Mona Lisa moment, whe...","Image","Ankur","Warikoo","166348","3386","123","1",0.021100343857455454,0,0,0,"","","2022-11-05 08:38:11","https://www.linkedin.com/feed/update/urn:li:activity:6994493610192719872"
"urn:li:activity:6994271426262257664","Consistency is a habit...","Text","Ankur","Warikoo","35212","437","41","0",0.013574917641713053,0,0,0,"","","2022-11-04 17:56:40","https://www.linkedin.com/feed/update/urn:li:activity:6994271426262257664"
"urn:li:activity:6994234225914732544","Do you know of something...","Poll","Ankur","Warikoo","538403","327","68","4",0.0007410805660443943,0,3,0,"life,awareness,warikoo","","2022-11-04 15:26:22","https://www.linkedin.com/feed/update/urn:li:activity:6994234225914732544"
"urn:li:activity:6994139471344488448","This lesson of a father ...","Video (native)","Ankur","Warikoo","615137","5838","233","493",0.010670793660599184,0,4,0,"people,awareness,choices,warikoo","","2022-11-04 09:16:46","https://www.linkedin.com/feed/update/urn:li:activity:6994139471344488448"
"urn:li:activity:6993942603683512320","This also happens to be ...","Image","Ankur","Warikoo","348519","8007","82","105",0.02351091332179881,0,4,0,"book,readers,doepicshit,warikoo","","2022-11-03 20:05:42","https://www.linkedin.com/feed/update/urn:li:activity:6993942603683512320"
"urn:li:activity:6993867097344757760","No ESOPs in my startup!
...","Image","Ankur","Warikoo","389287","4156","101","23",0.010994459100869025,0,4,0,"work,leadership,money,warikoo","","2022-11-03 15:10:53","https://www.linkedin.com/feed/update/urn:li:activity:6993867097344757760"
"urn:li:activity:6993782272147533824","You can do it, only if y...","Document","Ankur","Warikoo","430436","3394","159","166",0.008640076573520802,0,0,0,"","","2022-11-03 09:31:15","https://www.linkedin.com/feed/update/urn:li:activity:6993782272147533824"
"urn:li:activity:6993504601370988544","Pray for just one thing:...","Text","Ankur","Warikoo","961322","15794","258","122",0.016824747587176826,0,0,0,"","","2022-11-02 15:15:16","https://www.linkedin.com/feed/update/urn:li:activity:6993504601370988544"
"urn:li:activity:6993406471329714176","I was absolutely wrong a...","Image","Ankur","Warikoo","688481","11745","290","60",0.017567659819225222,0,4,0,"people,life,awareness,warikoo","","2022-11-02 08:41:55","https://www.linkedin.com/feed/update/urn:li:activity:6993406471329714176"
"urn:li:activity:6993217637304406016","You will NEVER know if t...","Image","Ankur","Warikoo","185820","3563","122","18",0.01992788720266925,0,0,0,"","","2022-11-01 20:14:54","https://www.linkedin.com/feed/update/urn:li:activity:6993217637304406016"
"urn:li:activity:6993142104910630912","For the longest time, I ...","Text","Ankur","Warikoo","83154","336","23","2",0.004341342569208938,0,0,1,"","","2022-11-01 15:01:23","https://www.linkedin.com/feed/update/urn:li:activity:6993142104910630912"
"urn:li:activity:6993051055383064576","Just 6 habits, for the r...","Image","Ankur","Warikoo","647247","7123","276","206",0.011749764772953756,0,4,0,"habits,life,success,warikoo","","2022-11-01 09:41:32","https://www.linkedin.com/feed/update/urn:li:activity:6993051055383064576"
"urn:li:activity:6993008743332343808","Respect doesn’t come fro...","Text","Ankur","Warikoo","146839","2213","79","0",0.015608932231900245,0,0,0,"","","2022-11-01 09:41:32","https://www.linkedin.com/feed/update/urn:li:activity:6993008743332343808"
"urn:li:activity:6992796798188707841","Here’s a secret producti...","Image","Ankur","Warikoo","1107340","14500","498","92",0.013627250889519028,0,4,0,"work,sleep,productivity,warikoo","","2022-10-31 16:13:46","https://www.linkedin.com/feed/update/urn:li:activity:6992796798188707841"
"urn:li:activity:6992685941656039425","The best way to learn fr...","Document","Ankur","Warikoo","785013","5601","198","388",0.007881398142451144,0,4,0,"books,readers,awareness,warikoo","","2022-10-31 08:57:00","https://www.linkedin.com/feed/update/urn:li:activity:6992685941656039425"
"urn:li:activity:6992417330517426178","Just because you are unh...","Text","Ankur","Warikoo","608361","7501","141","77",0.01268819007135566,0,0,0,"","","2022-10-30 15:12:15","https://www.linkedin.com/feed/update/urn:li:activity:6992417330517426178"
"urn:li:activity:6991956803097882624","You are right!

#life #p...","Image","Ankur","Warikoo","849723","15391","367","255",0.01884496477087239,0,3,0,"life,people,warikoo","","2022-10-30 10:44:45","https://www.linkedin.com/feed/update/urn:li:activity:6991956803097882624"
"urn:li:activity:6992054941041221632","Life becomes easier when...","Text","Ankur","Warikoo","194671","2670","92","24",0.014311325261595204,0,4,0,"apology,life,people,warikoo","","2022-10-30 10:44:45","https://www.linkedin.com/feed/update/urn:li:activity:6992054941041221632"
"urn:li:activity:6992130437007458304","“I am so confused in lif...","Text","Ankur","Warikoo","84868","487","27","2",0.006080030164490739,0,4,0,"questions,life,podcast,warikoo","","2022-10-30 10:44:45","https://www.linkedin.com/feed/update/urn:li:activity:6992130437007458304"
"urn:li:activity:6992319201814163456","","Image","Ankur","Warikoo","349433","7042","135","75",0.0207536208658026,0,0,0,"","","2022-10-30 10:44:45","https://www.linkedin.com/feed/update/urn:li:activity:6992319201814163456"
"urn:li:activity:6991694930263846912","LinkedIn, if you are wor...","Poll","Ankur","Warikoo","840718","882","132","15",0.0012239538109092467,0,4,0,"wfh,office,hybrid,warikoo","","2022-10-28 15:25:57","https://www.linkedin.com/feed/update/urn:li:activity:6991694930263846912"
"urn:li:activity:6991594437558571008","I recently hit 500K foll...","Image","Ankur","Warikoo","413581","5296","210","26",0.013375856240978187,0,4,0,"twitter,growth,secrets,warikoo","","2022-10-28 08:32:53","https://www.linkedin.com/feed/update/urn:li:activity:6991594437558571008"
"urn:li:activity:6991405772098158592","These are not just stack...","Image","Ankur","Warikoo","69675","738","30","2",0.011051309651955507,0,4,0,"book,doepicshit,corporategifting,warikoo","","2022-10-27 20:14:29","https://www.linkedin.com/feed/update/urn:li:activity:6991405772098158592"
"urn:li:activity:6991330267617497088","You are a CA today.
You ...","Text","Ankur","Warikoo","263617","3262","129","46",0.013037854159633103,0,4,0,"ca,engineer,identity,warikoo","","2022-10-27 15:04:24","https://www.linkedin.com/feed/update/urn:li:activity:6991330267617497088"
"urn:li:activity:6991241408896503808","25 career advice that I ...","Document","Ankur","Warikoo","2793886","28003","538","2586",0.011141113130600174,0,4,0,"career,success,work,warikoo","","2022-10-27 09:15:29","https://www.linkedin.com/feed/update/urn:li:activity:6991241408896503808"
"urn:li:activity:6991057019604488192","It is such a joy to buil...","Text","Ankur","Warikoo","16667","91","13","0",0.00623987520249595,0,0,0,"","","2022-10-26 21:08:04","https://www.linkedin.com/feed/update/urn:li:activity:6991057019604488192"
"urn:li:activity:6991056315041107968","It’s not me who calls th...","Text","Ankur","Warikoo","19055","184","7","0",0.010023615848858568,0,0,0,"","","2022-10-26 20:52:29","https://www.linkedin.com/feed/update/urn:li:activity:6991056315041107968"
"urn:li:activity:6990968001994862592","The best candidates I ha...","Image","Ankur","Warikoo","636700","10062","120","38",0.01605151562745406,0,0,0,"","","2022-10-26 15:13:24","https://www.linkedin.com/feed/update/urn:li:activity:6990968001994862592"
"urn:li:activity:6990869639484346368","I hate my job, but I at ...","Text","Ankur","Warikoo","380609","4950","140","126",0.013704352760969919,0,4,0,"truth,life,awareness,warikoo","","2022-10-26 08:44:12","https://www.linkedin.com/feed/update/urn:li:activity:6990869639484346368"
"urn:li:activity:6990681104747794432","Find the manager who saw...","Image","Ankur","Warikoo","783955","13898","305","206",0.018379881498300284,0,4,0,"people,trust,love,warikoo","","2022-10-25 20:10:44","https://www.linkedin.com/feed/update/urn:li:activity:6990681104747794432"
"urn:li:activity:6990605597461131265","This week’s newsletter f...","Text","Ankur","Warikoo","62338","212","13","0",0.0036093554493246494,0,0,0,"","","2022-10-25 15:05:54","https://www.linkedin.com/feed/update/urn:li:activity:6990605597461131265"
"urn:li:activity:6990507451850600449","5 types of people to sta...","Text","Ankur","Warikoo","256329","3148","153","81",0.013193981172633608,0,4,0,"people,toxic,awareness,warikoo","","2022-10-25 08:42:31","https://www.linkedin.com/feed/update/urn:li:activity:6990507451850600449"
"urn:li:activity:6990243183347544064","If you are comfortable d...","Image","Ankur","Warikoo","566514","11384","179","38",0.020477869920249102,0,0,0,"","","2022-10-24 15:15:09","https://www.linkedin.com/feed/update/urn:li:activity:6990243183347544064"
"urn:li:activity:6990145575190958080","Happy #motivated Diwali ...","Video (native)","Ankur","Warikoo","332209","6000","149","42",0.01863585875156904,0,4,0,"motivated,diwali,holiday,warikoo","","2022-10-24 09:43:38","https://www.linkedin.com/feed/update/urn:li:activity:6990145575190958080"
"urn:li:activity:6989880793166696448","Once you finish studying...","Text","Ankur","Warikoo","290342","3677","207","62",0.013590868699671422,0,4,0,"lies,happiness,money,warikoo","","2022-10-23 17:20:26","https://www.linkedin.com/feed/update/urn:li:activity:6989880793166696448"
"urn:li:activity:6989782657077268480","","Image","Ankur","Warikoo","897929","23708","348","808",0.02769038531999746,0,0,0,"","","2022-10-23 09:46:51","https://www.linkedin.com/feed/update/urn:li:activity:6989782657077268480"
"urn:li:activity:6989593903716798465","The other day a friend a...","Text","Ankur","Warikoo","54960","292","15","0",0.005585880640465793,0,4,0,"relationships,work,podcast,warikoo","","2022-10-22 20:16:02","https://www.linkedin.com/feed/update/urn:li:activity:6989593903716798465"
"urn:li:activity:6989518440315146240","Some companies are so po...","Image","Ankur","Warikoo","291960","4281","79","17",0.014991779695848747,0,0,0,"","","2022-10-22 15:48:08","https://www.linkedin.com/feed/update/urn:li:activity:6989518440315146240"
"urn:li:activity:6989420261963902976","It breaks my heart when ...","Text","Ankur","Warikoo","340479","3292","116","78",0.010238516912937362,0,4,0,"life,success,people,warikoo","","2022-10-22 08:43:49","https://www.linkedin.com/feed/update/urn:li:activity:6989420261963902976"
"urn:li:activity:6989231457705574400","While we cannot control ...","Image","Ankur","Warikoo","249554","2826","105","16",0.011809067376199139,0,4,0,"luck,success,team,warikoo","","2022-10-21 20:50:42","https://www.linkedin.com/feed/update/urn:li:activity:6989231457705574400"
"urn:li:activity:6989190927009386497","Love these comic strips ...","Text","Ankur","Warikoo","20251","332","12","0",0.01698681546590292,0,0,0,"","","2022-10-21 17:30:51","https://www.linkedin.com/feed/update/urn:li:activity:6989190927009386497"
"urn:li:activity:6989159800664133632","LinkedIn, what would you...","Poll","Ankur","Warikoo","660595","531","124","4",0.000997585510032622,0,4,0,"people,choices,awareness,warikoo","","2022-10-21 15:27:35","https://www.linkedin.com/feed/update/urn:li:activity:6989159800664133632"
"urn:li:activity:6989065485061378048","If you are asked to thin...","Video (native)","Ankur","Warikoo","330526","2969","102","153",0.009754149446639599,0,4,0,"work,awareness,marketing,warikoo","","2022-10-21 13:12:45","https://www.linkedin.com/feed/update/urn:li:activity:6989065485061378048"
"urn:li:activity:6988869071953883136","For almost a year now, t...","Image","Ankur","Warikoo","74627","849","32","3",0.01184557867795838,0,4,0,"book,doepicshit,gratitude,warikoo","","2022-10-20 20:05:54","https://www.linkedin.com/feed/update/urn:li:activity:6988869071953883136"
"urn:li:activity:6988800269962653696","This is such a hard hitt...","Video (native)","Ankur","Warikoo","347359","2731","64","162",0.008512806635210257,1,1,0,"BuddhiJeeviBuddhiLaga","","2022-10-20 15:28:41","https://www.linkedin.com/feed/update/urn:li:activity:6988800269962653696"
"urn:li:activity:6988708746340241408","My Top 10 Investment Mis...","Document","Ankur","Warikoo","243238","1594","86","50",0.007112375533428165,0,4,0,"founder,awareness,mistakes,warikoo","","2022-10-20 10:08:51","https://www.linkedin.com/feed/update/urn:li:activity:6988708746340241408"
"urn:li:activity:6988506675016011778","If I were in your place ...","Text","Ankur","Warikoo","136702","1390","89","24",0.010994718438647568,0,4,0,"college,internships,awareness,warikoo","","2022-10-19 20:09:29","https://www.linkedin.com/feed/update/urn:li:activity:6988506675016011778"
"urn:li:activity:6988438031124844545","‘If you do not ask, the ...","Text","Ankur","Warikoo","122158","696","33","4",0.00600042567822001,0,0,0,"","","2022-10-19 16:24:17","https://www.linkedin.com/feed/update/urn:li:activity:6988438031124844545"
"urn:li:activity:6988348716688510976","YouTube is the one platf...","Text","Ankur","Warikoo","31017","177","17","0",0.006254634555243899,0,0,0,"","","2022-10-19 09:50:32","https://www.linkedin.com/feed/update/urn:li:activity:6988348716688510976"
"urn:li:activity:6988339425529212928","Not everyone is born a g...","Image","Ankur","Warikoo","264698","2599","104","18",0.010279639438152159,0,4,0,"team,success,parents,warikoo","","2022-10-19 09:25:51","https://www.linkedin.com/feed/update/urn:li:activity:6988339425529212928"
"urn:li:activity:6988144409682841600","If you want to be profes...","Text","Ankur","Warikoo","153083","2052","78","25",0.01407733059843353,0,0,0,"","","2022-10-18 20:22:43","https://www.linkedin.com/feed/update/urn:li:activity:6988144409682841600"
"urn:li:activity:6988070610878754817","3 Reasons why this is a ...","Image","Ankur","Warikoo","157312","916","82","7",0.006388578112286412,0,5,0,"WITASA,food,space,investments,warikoo","","2022-10-18 15:13:17","https://www.linkedin.com/feed/update/urn:li:activity:6988070610878754817"
"urn:li:activity:6988062985265000449","Love letters make love h...","Text","Ankur","Warikoo","107257","1043","27","0",0.00997603885993455,0,0,0,"","","2022-10-18 15:13:17","https://www.linkedin.com/feed/update/urn:li:activity:6988062985265000449"
"urn:li:activity:6987970763874045952","Setting goals and target...","Text","Ankur","Warikoo","132744","1208","120","10",0.010079551618152233,0,4,0,"goals,habits,startup,warikoo","","2022-10-18 08:35:32","https://www.linkedin.com/feed/update/urn:li:activity:6987970763874045952"
"urn:li:activity:6987706374449164288","Great opportunities do n...","Text","Ankur","Warikoo","116382","1684","72","16",0.015225722190716778,0,0,0,"","","2022-10-17 15:09:52","https://www.linkedin.com/feed/update/urn:li:activity:6987706374449164288"
"urn:li:activity:6987616164013051904","10 Toxic behaviors that ...","Document","Ankur","Warikoo","681147","5361","185","342",0.008644242725872683,0,4,0,"people,lifelessons,awareness,warikoo","","2022-10-17 09:18:01","https://www.linkedin.com/feed/update/urn:li:activity:6987616164013051904"
"urn:li:activity:6987343919965458432","I am having lunch at the...","Text","Ankur","Warikoo","1134456","8858","305","222",0.008272687526003653,0,4,0,"work,career,success,warikoo","","2022-10-16 15:12:05","https://www.linkedin.com/feed/update/urn:li:activity:6987343919965458432"
"urn:li:activity:6987245784278687744","","Image","Ankur","Warikoo","383549","7740","99","81",0.02064925211641798,0,0,0,"","","2022-10-16 08:42:30","https://www.linkedin.com/feed/update/urn:li:activity:6987245784278687744"
"urn:li:activity:6987063368364789760","Are you defined by your ...","Text","Ankur","Warikoo","64598","280","23","0",0.004690547694975076,0,4,0,"awareness,self,podcast,warikoo","","2022-10-15 21:19:12","https://www.linkedin.com/feed/update/urn:li:activity:6987063368364789760"
"urn:li:activity:6987057204268806144","Are you defined by your ...","Text","Ankur","Warikoo","2829","21","1","0",0.007776599505125486,0,4,0,"awareness,self,podcast,warikoo","","2022-10-15 20:10:44","https://www.linkedin.com/feed/update/urn:li:activity:6987057204268806144"
"urn:li:activity:6986981638702280704","I can actually write a b...","Image","Ankur","Warikoo","263087","2626","102","4",0.010384397556701775,0,4,0,"courses,refund,fun,warikoo","","2022-10-15 16:11:47","https://www.linkedin.com/feed/update/urn:li:activity:6986981638702280704"
"urn:li:activity:6986883480060104704","My first day at the gym,...","Image","Ankur","Warikoo","521943","6588","199","22",0.013045485809753172,0,4,0,"pain,fitness,life,warikoo","","2022-10-15 08:47:15","https://www.linkedin.com/feed/update/urn:li:activity:6986883480060104704"
"urn:li:activity:6986625283973894144","LinkedIn, what would you...","Poll","Ankur","Warikoo","793263","654","164","5",0.001037486936867092,0,3,0,"time,awareness,warikoo","","2022-10-14 16:27:56","https://www.linkedin.com/feed/update/urn:li:activity:6986625283973894144"
"urn:li:activity:6986523813966426112","If your parents are arou...","Video (native)","Ankur","Warikoo","354473","4065","115","144",0.0121983902864252,1,4,0,"parents,love,family,warikoo","","2022-10-14 09:10:53","https://www.linkedin.com/feed/update/urn:li:activity:6986523813966426112"
"urn:li:activity:6986332479691341824","“This is the first book ...","Image","Ankur","Warikoo","46500","432","22","1",0.00978494623655914,0,4,0,"book,doepicshit,reading,warikoo","","2022-10-13 20:06:36","https://www.linkedin.com/feed/update/urn:li:activity:6986332479691341824"
"urn:li:activity:6986256950858510338","A 5-point formula to mea...","Text","Ankur","Warikoo","120821","879","60","13",0.007879424934407098,0,4,0,"success,life,awareness,warikoo","","2022-10-13 15:58:20","https://www.linkedin.com/feed/update/urn:li:activity:6986256950858510338"
"urn:li:activity:6986163368776642560","Mistakes I made as a fou...","Document","Ankur","Warikoo","293756","2097","112","103",0.007870477539182179,0,4,0,"founder,awareness,mistakes,warikoo","","2022-10-13 09:12:42","https://www.linkedin.com/feed/update/urn:li:activity:6986163368776642560"
"urn:li:activity:6986158201998094337","Excited to be the jury m...","Text","Ankur","Warikoo","7981","48","10","0",0.007267259741886981,0,0,0,"","","2022-10-13 08:37:59","https://www.linkedin.com/feed/update/urn:li:activity:6986158201998094337"
"urn:li:activity:6986158757143547904","Unlearning the hustle cu...","Text","Ankur","Warikoo","9937","82","8","0",0.00905705947469055,0,0,0,"","","2022-10-13 08:37:59","https://www.linkedin.com/feed/update/urn:li:activity:6986158757143547904"
"urn:li:activity:6985894427223339008","Love letters build relat...","Text","Ankur","Warikoo","148667","2231","98","29",0.015860950984414833,0,0,0,"","","2022-10-12 15:12:42","https://www.linkedin.com/feed/update/urn:li:activity:6985894427223339008"
"urn:li:activity:6985796283114377216","5 approaches that helped...","Text","Ankur","Warikoo","109054","1000","82","8",0.009995048324683184,0,4,0,"content,branding,linkedin,warikoo","","2022-10-12 08:38:31","https://www.linkedin.com/feed/update/urn:li:activity:6985796283114377216"
"urn:li:activity:6985610734806163456","""You will be paid your s...","Text","Ankur","Warikoo","428409","4530","136","72",0.011059524893267883,0,4,0,"trust,culture,people,warikoo","","2022-10-11 20:45:59","https://www.linkedin.com/feed/update/urn:li:activity:6985610734806163456"
"urn:li:activity:6985532102867857409","If you disagree with you...","Text","Ankur","Warikoo","125703","690","21","2",0.005672100108987057,0,4,0,"relationships,awareness,life,warikoo","","2022-10-11 16:22:16","https://www.linkedin.com/feed/update/urn:li:activity:6985532102867857409"
"urn:li:activity:6985460746734194688","Supriya is a terrific ex...","Text","Ankur","Warikoo","51247","642","23","0",0.012976369348449665,0,0,0,"","","2022-10-11 10:31:11","https://www.linkedin.com/feed/update/urn:li:activity:6985460746734194688"
"urn:li:activity:6985433966283505664","What I distinctly rememb...","Image","Ankur","Warikoo","462027","5990","148","40",0.013371512920240592,0,4,0,"success,failure,life,warikoo","","2022-10-11 08:43:01","https://www.linkedin.com/feed/update/urn:li:activity:6985433966283505664"
"urn:li:activity:6985169606655029248","Two big lessons for ever...","Text","Ankur","Warikoo","267691","3529","109","43",0.013750929243045152,0,4,0,"career,lifelessons,awareness,warikoo","","2022-10-10 15:41:25","https://www.linkedin.com/feed/update/urn:li:activity:6985169606655029248"
"urn:li:activity:6985070264220807168","Brilliant hacks by the b...","Text","Ankur","Warikoo","369747","4429","91","0",0.012224575182489648,0,0,0,"","","2022-10-10 09:30:52","https://www.linkedin.com/feed/update/urn:li:activity:6985070264220807168"
"urn:li:activity:6985082361176592384","21 crazy facts about lif...","Document","Ankur","Warikoo","543900","4502","133","219",0.008924434638720353,0,0,0,"","","2022-10-10 09:30:52","https://www.linkedin.com/feed/update/urn:li:activity:6985082361176592384"
